Animal Fun Fact,That was too tough. Sorry. I wish you had said Nine. The octopus have three hearts and nine brain. Here comes question 2. How many hearts does an octopus have?
Animal Fun Fact,"Three, Five, or One?"
Animal Fun Fact,"Sorry, that wasn't it. The answer I wanted was Three. The octopus have three hearts and nine brain. Question number 3. Which Animal Has the Largest Breast?"
Animal Fun Fact,"Zebra, Blue Whale, or Elephant?"
Animal Fun Fact,"Yay, you! If you're in a joking mood, you can always answer the question with zebra, because it wears a z-bra! Get it? But, if you're looking for a serious answer, the blue whale. Last question already? Here we go. What is the name of an adult female horse?"
Animal Fun Fact,"stallion, Horse, or Mare?"
Animal Fun Fact,"You nearly got it. I was looking for Mare. Mare is the name of adlult female horse, the word can also be used for other female equine animals."
Animal Fun Fact,That's the end of this game. Here's how you did. You got 1 right. Good work! Next time you'll do even better. Let's play again. Whadda you say？
Animal Fun Fact,Woo hoo! First question is coming your way. Where is the shrimp hearts?
Animal Fun Fact,"Head, I don't know, or Body?"
Animal Fun Fact,You're making this look easy. Right answer. Question 2 goes like this. Which Animal Has the Largest Breast?
Animal Fun Fact,"Blue Whale, Zebra, or Elephant?"
Animal Fun Fact,"You might be wrong someday, but not this time! If you're in a joking mood, you can always answer the question with zebra, because it wears a z-bra! Get it? But, if you're looking for a serious answer, the blue whale. Question 3 goes like this. How many brains does an octopus have?"
Animal Fun Fact,"One, Three, or Nine?"
Animal Fun Fact,"Yay, you! The octopus have three hearts and nine brain. Last question already? Here we go. How many hearts does an octopus have?"
Animal Fun Fact,"Five, Three, or One?"
Animal Fun Fact,"Sorry, that wasn't it. The answer I wanted was Three. The octopus have three hearts and nine brain."
Animal Fun Fact,"I guess that's the end. Here's how you did. You got 3 right. Good work! Next time you'll do even better. Can we play again, pretty please?"
Animal Questions,"What a nice surprise! You came back to The Animal Quiz FlashCard. Do you need a pep talk? I don't think so. You can do this. Here's the deal. I'll ask you something, and you just respond with the answer that you think is right. Let's start off with this one: True or false? Owls are far-sighted, meaning that anything within a few inches of their eyes can’t be seen properly."
Animal Questions,"OK, here's some help. In this game, I'm gonna ask you 5 multiple choice questions. You can say the answer, or just the number of the answer, like one, two, or three. You can also start a new game, stop the current game or even ask me to repeat  the question. Wanna keep playing?"
Animal Questions,"True or false? Owls are far-sighted, meaning that anything within a few inches of their eyes can’t be seen properly."
Animal Questions,You got it. Good job. Take a stab at this one: What is the name of the phobia that involves an abnormal fear of spiders?
Animal Questions,"Nope, that's not it. Would you like a hint?"
Animal Questions,Great idea. What is the name of the phobia that involves an abnormal fear of spiders?
Animal Questions,The answer is Arachnophobia. Hang in there. Moving on. Are butterflies insects?
Animal Questions,"Didn't catch any fish with that one. Wanna get a hint, or, try again?"
Animal Questions,"Golly gosh darn it. Not the right answer. Do you wanna hint, Or, try again?"
Animal Questions,Roger that. Are butterflies insects?
Animal Questions,"I wish i had a hint for you, but unfortunately I don't. Here, I'll repeat it. Are butterflies insects?"
Animal Questions,"Not quite. I can either give you a hint, or you can just try again. Which would you like?"
Animal Questions,Well this is embarassing. I don't have any hint to offer you. I'll say it again. Are butterflies insects?
Animal Questions,"Okey, dokey, artichokey. The answer is Yes. Let's move on. What type of animal is the largest primate in the world?"
Animal Questions,"Okey, dokey, artichokey. The answer is Yes. Let's move on. What type of animal is the largest primate in the world?"
Animal Questions,"The answer is The Gorilla. Okey, dokey doo. I hate to say it, but here's the last question. Is a shark a fish or a mammal?"
Animal Questions,"Nope on a rope, with some soap. Wanna get a hint, or, try again?"
Animal Questions,Roger that. And that's the end of Flashcards. Thanks for sticking with me through all the rounds. You got 1 out of 5 matches correct.  Practice makes perfect.
Animal Questions,"Okay. Okay, here's your first one. How many legs does a spider have?"
Animal Questions,"That one was rough. Wanna get a hint, or, try again?"
Animal Questions,Nailed it. How about this one: What is the fastest land animal in the world?
Animal Questions,"The answer is The cheetah. All right. Next up, try this one. True or false? Rabbits are born blind."
Animal Questions,Golly gosh darn it. Not the right answer. Would you like a hint?
Animal Questions,Well this is embarassing. I don't have any hint to offer you. I'll say it again. True or false? Rabbits are born blind.
Animal Questions,You got it. Moving on. True or false? Mice live for up to 10 years.
Animal Questions,You're right! Here comes the last question. Groups of lions are known as what?
Animal Questions,The answer is Prides. Righty-ho. And that's the end of Flashcards. Thanks for sticking with me through all the rounds. You got 3 out of 5 matches correct.  Practice makes perfect.
Animal Questions,Do you want to push onwards to another set?
Animal Questions,I had so much fun! Hope you did too! Bye!
Animal wonders,So glad to have you back at The Fun Trivia Game. Your question is here. It's your first. How fast do horses run?
Animal wonders,"88kmh, 64kmh, or 72kmh?"
Animal wonders,"Yes! I double checked, and you're actually right. Question number 2. Do some fish ley their eggs and then eat them."
Animal wonders,"TRUE, or FALSE?"
Animal wonders,Good news. You're one step closer to victory! Its very strange that some fish eat their eggs. Question 3 goes like this. How well can a rabbit hear?
Animal wonders,"56000 hertz, or 42000 hertz?"
Animal wonders,Great job. You're a strong contestant! Rabbits hearing is great. Your last question. How long is a chameleon's tongue?
Animal wonders,"10 inches, 16 inches, or 7 inches?"
Animal wonders,Not this time. The answer I was looking for is 10 inches. Because that's the correct answer.
Animal wonders,"And that's the game. Let's find out how well you did. You didn't miss all the questions, but you didn't get them all right either. You got 3 correct. But that's not gonna be enough to win our grand prize. Better luck next time. Also, there is no grand prize. I was kidding about that. Should we go through this again?"
Animal wonders,"Okay, let's try tackling that again. Meet your first question. How well can a rabbit hear?"
Animal wonders,"42000 hertz, or 56000 hertz?"
Animal wonders,"Sorry kiddo, I can't give you this one. The answer I was looking for is 42000 hertz. Because that's the correct answer. Rabbits hearing is great. This is question number 2. Do fish sleep."
Animal wonders,"TRUE, or FALSE?"
Animal wonders,Nope. I wish you had said TRUE. They sleep with there eye opened. Question 3 has arrived. Do hummingbirds lay eggs.
Animal wonders,"FALSE, or TRUE?"
Animal wonders,"Good guess, but no. Sorry. It's actually TRUE. This is your last question. How long can a dog live in human years?"
Animal wonders,"15 years, 23 years, or 10 years?"
Animal wonders,"Well, no. Not exactly. The answer is, in fact, 15 years."
Animal wonders,"The game is over. Let's see how lucky you were. Oh no. It doesn't look good. I'm sorry to say, you didn't get a single question right. This is a dark day indeed. But don't let it get you down. I still believe in you. Want to try again?"
Audio Fairy Tales,Hi! What fairy tale would you like to listen to?
Audio Fairy Tales,I didn't get that. Can you say it again?
Audio Fairy Tales,I missed what you said. What was that?
Brain Voyagers,"What a nice surprise! You came back to Brain Voyagers. Do you need a pep talk? I don't think so. You can do this. Here's the deal. I'll ask you something, and you just respond with the answer that you think is right. Okay, here's your first one. If there are 72 battlebots and 36 boostie bots Which kind of bot has the most on their team?"
Brain Voyagers,"Nope, that's not it. Would you like a hint, or, would you like to try again?"
Brain Voyagers,Of course. If there are 72 battlebots and 36 boostie bots Which kind of bot has the most on their team?
Brain Voyagers,Not quite. Would you like a hint?
Brain Voyagers,"I wish i had a hint for you, but unfortunately I don't. Here, I'll repeat it. If there are 72 battlebots and 36 boostie bots Which kind of bot has the most on their team?"
Brain Voyagers,Well done. Give this one a try. What is  11 minus 6?
Brain Voyagers,That's right! Next one: Please add  1+8 and tell me the answer
Brain Voyagers,"Woo hoo! If your brain is growing say, my brain is growing! Let's try another. Is this addition sentence true ?  8+1=9"
Brain Voyagers,"Looks like you got it right. Last question already? Here we go. Add this number sentence 3+6, What is the total ?"
Brain Voyagers,"Woo hoo! The evil nanobots are coming, but you are training to prepare. . I can't believe it. After 5 rounds, you matched every single one correctly. Thats right. You did fantastic work and it payed off. Can we get a round of applause?."
Brain Voyagers,Do you want to push onwards to another set?
Brain Voyagers,Thanks for playing! Come back again soon!
Brain Voyagers,"Yes. yes!!! you will need lots of skills to defeat each kind of nanobot. Rolling on. What symbol should we use to compare these 2 numbers? greater than, less than or equal.  the numbers are. 76 and .. 36?"
Brain Voyagers,You called it. Great job. Give this one a try. If there are 30 battlebots and 83 boostie bots Which kind of bot has the most on their team?
Brain Voyagers,"Didn't catch any fish with that one. I can either give you a hint, or you can just try again. Which would you like?"
Brain Voyagers,You're right! Take a stab at this one: What is  4+4?
Brain Voyagers,You got it. How does it feel to struggle through and find the right answer?  You should be very happy. Last question already? Here we go. If there are 36 battlebots and 86 boostie bots Which kind of bot has the least on their team?
Brain Voyagers,"Nice job. I can't believe it. After 5 rounds, you matched every single one correctly. Thats right. You did fantastic work and it payed off. Can we get a round of applause?."
Brain Voyagers,Do you want to push onwards to another set?
Disney Trip,Let's play some more Disney Trip! First question is coming your way. Who does captain Hook fear above all these ?
Disney Trip,"Tinker Bell, Peter Pan, or Crocodile?"
Disney Trip,"You almost had it. Actually, it's Crocodile. Question 2 is coming up. In Aladdin, which of these celebrities did the Genie not impersonate ?"
Disney Trip,"Arsenio Hall, MC Hammer, or Jack Nicholson?"
Disney Trip,"Yup, that's it. Question 3 goes like this. What does the E stand for in EPCOT ?"
Disney Trip,"Experimental, Excluisive, or Exceptional?"
Disney Trip,"Nope, that's not it. I wish you had said Experimental. Last question already? Here we go. What name did Walt Disney originally have in mind for Mickey Mouse ?"
Disney Trip,"Milo Mouse, Mortimer Mouse, or Marvin Mouse?"
Disney Trip,I spy a right answer.
Disney Trip,"That was the last one, so our game is over. Here's how you did. Nice work, my friend! You got 2 right this time. Next time, you'll get even more! Can we play again, pretty please?"
Disney Trip,"Super-duper! First question is coming your way. The song "" i will make a man out of you"" is about which Disney heroine?"
Disney Trip,"Mulan, Tiana, or Ariel?"
Disney Trip,That's right. Look at you go! Question 2 is coming up. What name did Walt Disney originally have in mind for Mickey Mouse ?
Disney Trip,"Marvin Mouse, Milo Mouse, or Mortimer Mouse?"
Disney Trip,"Yay! You got it! Here comes question 3. How many animated movies from Disney canon contain the word ""princess"" in title?"
Disney Trip,"2, 1, or 3?"
Disney Trip,"Oops,  that wasn't quite right. Actually, it's 1. Last question, on the way. The first animated movie to be nominated for The Academy Award for best picture was ?"
Disney Trip,"The lion king, Beauty and the Beast, or Tarzan?"
Disney Trip,That was so right.
Disney Trip,"That's the end of this game. Okay, it's time for your score. That was pretty good! You got 3 right. Way to go! You know you want play again. Please?"
Disney Trip,"Super-duper! First question is coming your way. Eleanor Audley, the voice of Maleficent,provided the voice for what other disney villain?"
Disney Trip,"Lady Tremaine, Madam mim, or Cruella de vil?"
Disney Trip,Good work! Question 2 is coming up. Who does captain Hook fear above all these ?
Disney Trip,"Tinker Bell, Peter Pan, or Crocodile?"
Disney Trip,"You nearly got it. The right answer is Crocodile. Question 3 is coming up. In Aladdin, which of these celebrities did the Genie not impersonate ?"
Disney Trip,"Arsenio Hall, MC Hammer, or Jack Nicholson?"
Disney Trip,"Well, no. Not exactly. The answer I wanted was MC Hammer. Here comes the last question. What does Hakuna Matata means ?"
Disney Trip,"Everything is Satisfactual, Just keep swimming, or No worries?"
Disney Trip,"Nope, that's not it. I wish you had said No worries."
Disney Trip,"That was the last one, so our game is over. Here's how you did. You got 1 right. Good work! Next time you'll do even better. Let's play again. Whadda you say?"
Doctor Numbers,1Welcome to my world of mathematics !
Doctor Numbers,What is 8 subtract 7
Doctor Numbers,You are right
Doctor Numbers,What is 1 plus 0
Doctor Numbers,You are right
Doctor Numbers,What is 0 subtract 3
Doctor Numbers,You are right
Doctor Numbers,What is 1 multiply by 2
Doctor Numbers,Wrong answer. You have gotten 3 consecutive answers right!
Doctor Numbers,What is 5 multiply by 6
Doctor Numbers,Wrong answer. You have gotten 0 consecutive answers right!
Doctor Numbers,What is 6 divide by 3
Doctor Numbers,You are right
Doctor Numbers,What is 9 plus 9
Doctor Numbers,You are right
Doctor Numbers,What is 7 divide by 7
Doctor Numbers,You are right
Doctor Numbers,What is 8 plus 7
Doctor Numbers,"I'm sorry, can you try again?"
GDL Library,"Welcome to the GDL, it’s a pleasure meeting you. I can help you search for books, and I can read them for you. To search for a book just name the topic of the book, for example, “list books about dogs”. To list books by level,  simply use the word ""level"" and a number from 1 to 4. For example ""list books on level one"". If you want me to read for you, simply use the word “read”. For example “read a book about dogs” or “please read the book Come Back, Cat!”"
GDL Library,Starting to read the book Fat King Thin Dog
GDL Library,This is a fat king.
GDL Library,The fat king has a thin dog. The fat king and his thin dog go for a walk.
GDL Library,"Sorry, could not understand that. Could you try again or rephrase that?"
GDL Library,Starting to read the book Chunu and Munu Read
Gk for kids,"Hey there, welcome back to The Gk Quiz for kids. Here comes your first question. Baby of a dog is called?"
Gk for kids,"tadpole, Puppy, or Calf?"
Gk for kids,You're making this look easy. Right answer. Question 2 is coming up. What is a baby frog called?
Gk for kids,"Tadpole, Baby frog, or Pup?"
Gk for kids,You got it. Easy peasy. Question 3 is coming up. What's the baby animal name for Whale?
Gk for kids,"tadpole, calf, or club?"
Gk for kids,"Awww, not quite. I was looking for calf. Question 4 goes like this. How many months do we have in a year?"
Gk for kids,"Oops,  that wasn't quite right. I was looking for 12 months. Last question, on the way. How do you relate to your maternal grandfather?"
Gk for kids,"Father Mother's, Mother’s father, or none of the above?"
Gk for kids,That was too tough. Sorry. The right answer is Mother’s father.
Gk for kids,"And that's the end of the game. Here's how you did. Nice work, my friend! You got 2 right this time. Next time, you'll get even more! Let's play again. Whadda you say?"
Gk for kids,Super-duper! Here comes your first question. How do you relate to your maternal grandfather?
Gk for kids,"Father Mother's, none of the above, or Mother’s father?"
Gk for kids,"Sorry, you missed it. I wish you had said Mother’s father. Here comes question 2. Which number comes after 6?"
Gk for kids,"7, 8, or 6?"
Gk for kids,That was too tough. Sorry. I was looking for 7. Question number 3. Baby of a dog is called?
Gk for kids,"Calf, Puppy, or tadpole?"
Gk for kids,You got it. Easy peasy. Question 4 is coming up. How many days are there in a year?
Gk for kids,"365 days, 366 days, or 386 days?"
Gk for kids,"Sorry, that wasn't it. It's 365 days. Better luck next time. I hate to say it, but here's the last question. How many months do we have in a year?"
Gk for kids,"11 months, 12 months, or 14 months?"
Gk for kids,You almost had it. The right answer is 12 months.
Gk for kids,"And that's the end of the game. Okay, it's time for your score. That was pretty good! You got 1 right. Way to go! Let's play again. Whadda you say?"
Happy Animal Sound Time,"Welcome back to Fun With Animals Sound. Let's boost that memory. In this game, I'll ask you some questions about Animals Sound. Okay. First up: What sound do bats make?"
Happy Animal Sound Time,"The answer is, screech. Sure. Let's try another one. What sound do frogs make?"
Happy Animal Sound Time,"The answer is, croak. Sure. Let's try another one. What sound do guinea pigs make?"
Happy Animal Sound Time,"The answer is, squeak. Hang in there. Next question. What sound do lions make?"
Happy Animal Sound Time,"The answer is, squeak. Hang in there. Next question. What sound do lions make?"
Happy Animal Sound Time,"The answer is, roar. Keep that ball rolling. And lastly: What sound do rabbits make?"
Happy Animal Sound Time,"You got it. Rabbits squeak. And just like that, you finished Flashcards, and answered 1 out of 5 correctly. That's somewhere between zero and a perfect score. So way to go!"
Happy Animal Sound Time,Do you want to try another set?
Happy Animal Sound Time,Sure. Okay. First up: What sound do deers make?
Happy Animal Sound Time,"Not quite. Wanna get a hint, or, try again?"
Happy Animal Sound Time,You got it. What sound do deers make?
Happy Animal Sound Time,OK. What sound do deers make?
Happy Animal Sound Time,"Not quite. Would you like a hint, or, would you like to try again?"
Happy Animal Sound Time,Right-oh. What sound do deers make?
Happy Animal Sound Time,You got it. What sound do deers make?
Happy Animal Sound Time,Right-oh. What sound do deers make?
Happy Animal Sound Time,"The answer is, bleat. All right. How about this one. What sound do wolves make?"
Happy Animal Sound Time,"The answer is, howl. Skipping away. Here's another. What sound do leopards make?"
Happy Animal Sound Time,"The answer is, roar. Thats okay, let's try another. Here's the next one What sound do birds make?"
Kids Christmas Quiz,Let's play some more Kids Christmas Quiz! First question is coming your way. Which saint is celebrated on the 26th December?
Kids Christmas Quiz,"St. Paul, St. Moses, or St. Stephen?"
Kids Christmas Quiz,"Sorry, that wasn't it. The right answer is Green. Question 2 goes like this. According to the popular song, what was the name of the snowman who was brought to life by a magical silk hat?"
Kids Christmas Quiz,"Frosty the Snowman, Mr. Freeze, or Mr. Snowball?"
Kids Christmas Quiz,"Awww, not quite. The answer I wanted was Frosty the Snowman. Question 3 goes like this. What type of calendar do you use to count down to Christmas Day?"
Kids Christmas Quiz,"An Ancient calendar, An Advent calendar, or A Moon calendar?"
Kids Christmas Quiz,"You might be wrong someday, but not this time! Question number 4. Where does Santa Claus live?"
Kids Christmas Quiz,"North America, The North Pole, or The South Pole?"
Kids Christmas Quiz,"Yes, that's it. Question 5 is coming up. What type of bird who's name begins with the letter 'R', do you often see on Christmas cards?"
Kids Christmas Quiz,"Robin, Raven, or Razorbill?"
Kids Christmas Quiz,"You're making this look easy. Right answer. Question number 6. According to the Christmas song ""Jingle Bells,"" what is it fun to ride in?"
Kids Christmas Quiz,"Reindeer, A one-horse open sleigh, or Horse?"
Kids Christmas Quiz,"Good guess, but no. Sorry. I was looking for A one-horse open sleigh. Question 7 is coming up. Under which type of plant are people supposed to kiss at Christmas time?"
Kids Christmas Quiz,"Rose, Mistletoe, or Cactus?"
Kids Christmas Quiz,"Sorry, you missed it. The answer I wanted was Mistletoe. Question 8 is coming up. Joseph was Jesus' father. What was his job?"
Kids Christmas Quiz,"Doctor, Cobbler, or Carpenter?"
Kids Christmas Quiz,"Awww, not quite. The right answer is Carpenter. Question number 9. When Jesus was born he was visited by three wise men. What gifts did they bring him?"
Kids Christmas Quiz,"Yudas, Murphy and Gold, Gold, Frankincense and Myrrh., or Gold, Mother Mary and Markus?"
Kids Christmas Quiz,"Well, no. Not exactly. I was looking for Gold, Frankincense and Myrrh.. Question 10 is coming up. According to the song, what color is Rudolph the reindeer's nose?"
Kids Christmas Quiz,"Red, Pink, or White?"
Kids Christmas Quiz,"Sorry, not quite right. It's Red. Better luck next time. Reindeer need red noses to deal with freezing temperatures. Here comes question 11. What type of animals pull Santa's sleigh?"
Kids Christmas Quiz,"Dog, Pony, or Reindeer?"
Kids Christmas Quiz,That was so right. Question number 12. What type of meat do we traditionally eat for Christmas dinner?
Kids Christmas Quiz,"Turkey, Dinosaur, or Pork?"
Kids Christmas Quiz,"Sorry, not quite right. I wish you had said Turkey. Turkeys were eaten instead of cows and chickens because the farmers needed their cows more for their milk, and needed their chickens for the eggs, which back then were more expensive than they are today. Question number 13. In the song, ""The Twelve Days Of Christmas"" how many gold rings are there?"
Kids Christmas Quiz,"Six, Four, or Five?"
Kids Christmas Quiz,"Sorry, you missed it. It's Five. Better luck next time. Question number 14. Frosty the Snowman's eyes made from Coal."
Kids Christmas Quiz,"FALSE, or TRUE?"
Kids Christmas Quiz,"Sorry, you missed it. I wish you had said TRUE. Last question, on the way. Which saint is celebrated on the 26th December?"
Kids Christmas Quiz,"St. Paul, St. Stephen, or St. Moses?"
Kids Christmas Quiz,I spy a right answer.
Kids Christmas Quiz,"That was the last one, so our game is over. Here's how you did. Nice work, my friend! You got 5 right this time. Next time, you'll get even more! You know you want play again. Please?"
Kidzee General Knowledge,Hi there!  Let's play The Fun Trivia Game again! First question is coming your way. How many days are there in a year?
Kidzee General Knowledge,"364 days, 366 days, or 365 days?"
Kidzee General Knowledge,"Oops,  that wasn't quite right. The right answer is 365 days. Question 2 goes like this. What is 2+2?"
Kidzee General Knowledge,"4, 5, or 6?"
Kidzee General Knowledge,"Sorry, you missed it. It's 4. Better luck next time. Question 3 goes like this. How many days do we have in a week?"
Kidzee General Knowledge,"8 days, 7 days, or 9 days?"
Kidzee General Knowledge,That was too tough. Sorry. I was looking for 7 days. Here comes the last question. How many months do we have in a year?
Kidzee General Knowledge,"11 Months, 12 Months, or 10 Months?"
Kidzee General Knowledge,"Good job, you got it!"
Kidzee General Knowledge,"And that's the end of the game. Now let's see how well you did. Nice work, my friend! You got 1 right this time. Next time, you'll get even more! Can we play again, pretty please?"
Kidzee General Knowledge,Fantastic! First question is coming your way. What is 2+2?
Kidzee General Knowledge,"6, 4, or 5?"
Kidzee General Knowledge,You're making this look easy. Right answer. Question 2 is coming up. How many months do we have in a year?
Kidzee General Knowledge,"11 Months, 10 Months, or 12 Months?"
Kidzee General Knowledge,"Sorry, not quite right. It's 12 Months. Better luck next time. Question 3 goes like this. How many days do we have in a week?"
Kidzee General Knowledge,"8 days, 7 days, or 9 days?"
Kidzee General Knowledge,"That was so right. Last question, on the way. How many days are there in a year?"
Kidzee General Knowledge,"366 days, 365 days, or 364 days?"
Kidzee General Knowledge,"You got it, smarty pants!"
Kidzee General Knowledge,"That was the last one, so our game is over. Now let's see how well you did. You got 3 right. Good work! Next time you'll do even better. Let's play again. Whadda you say?"
Learn Multiplication,Welcome to Learn Multiplication. What times table would you like to learn?
Learn Multiplication,"Ok, we'll learn the 1,1 times table. Say new times table to change the times table. "
Learn Multiplication,"How much is 10 times 1,1?"
Learn Multiplication,Your answer 10 is incorrect. The correct answer is . 
Learn Multiplication,"How much is 8 times 1,1?"
Learn Multiplication,Your answer 8 is incorrect. The correct answer is . 
Learn Multiplication,"How much is 1 times 1,1?"
Learn Multiplication,"Ok, we'll learn the 9,9 times table. Say new times table to change the times table. "
Learn Multiplication,"How much is 9 times 9,9?"
Learn Multiplication,Your answer 81 is incorrect. The correct answer is . 
Learn Multiplication,"How much is 3 times 9,9?"
Learn Multiplication,Your answer 27 is incorrect. The correct answer is . 
Learn Multiplication,"How much is 4 times 9,9?"
Mr.Mind,Great to have you back and ready to play Mr.Mind again. Here's your first. what is ans of 8/8 ?
Mr.Mind,"0, or 1?"
Mr.Mind,Oh no. It's actually 1. Question number 2. what is ans of 10-5*7 ?
Mr.Mind,"-35, 35, or -25?"
Mr.Mind,That's not the answer that they gave me. Sorry. The answer I wanted was -25. Question number 3. what is ans of 9-9+9 ?
Mr.Mind,"10, 8, or 9?"
Mr.Mind,Goooood. Question 4 is coming up. what is ans of 4+4+4-8 ?
Mr.Mind,"2, 3, or 4?"
Mr.Mind,Bad luck. That's wrong. I wish you had said 4. I'm being told this is the final question. what is ans of 4/2 ?
Mr.Mind,"3, 2, or 1?"
Mr.Mind,That's not wrong. So it must be right!
Mr.Mind,You've done it. And now it's done. Here are your results. Let's check your score. You got 2 correct. Not bad. Not bad at all. But you can always do better. Should we go through this again?
Mr.Mind,Let's try together one more time. This is your first question. what is ans of 7+7-14 ?
Mr.Mind,"2, 0, or 1?"
Mr.Mind,"Whoops. Sorry. That's wrong. The answer is, in fact, 0. This is question 2. what is ans of 7+3-10 ?"
Mr.Mind,"0, 8, or 10?"
Mr.Mind,Good news. You're one step closer to victory! Question 3 is coming up. what is ans of 4*4+4 ?
Mr.Mind,"22, 20, or 19?"
Mr.Mind,I underestimated you. You got it right. Great job! Question 4 is here. what is ans of 10-5*7 ?
Mr.Mind,"35, -35, or -25?"
Mr.Mind,"Good guess, but no. Sorry. The answer is, in fact, -25. Your question is here. It's your last. what is ans of 4/2 ?"
Mr.Mind,"3, 2, or 1?"
Mr.Mind,So close. So very close. I was looking for 2.
Mr.Mind,"You know what that sound means... Let's see how your luck measures up. I'm proud of you. You got 2 right. You were so close on those other ones, too. With a bit more practice and a little luck, I know you can get a perfect score. Should we go through this again?"
Pokemon Maniac,What a pleasure to welcome you to The Fun Trivia Game. Meet your first question. What type of pokemon is Gyarados?
Pokemon Maniac,"Flying/Water, Dark/Water, or Grass/Dark?"
Pokemon Maniac,So close. So very close. I was looking for Flying/Water. Question 2 goes like this. What was Ash's first pokemon?
Pokemon Maniac,"Caterpie, Pikachu, or Squirtle?"
Pokemon Maniac,Your answer has gone amiss. It's Pikachu. Better luck next time. This is question number 3. What pokemon does charmander evolve into?
Pokemon Maniac,"Raichu, Charmeleon, or Charizard?"
Pokemon Maniac,I'm astounded. We've reached your final question. What is Scizor's pre-evolved form?
Pokemon Maniac,"Metapod, Scyther, or Shelgon?"
Pokemon Maniac,Superior answer.
Pokemon Maniac,My lady in waiting has informed me that this game has come to an end. My advisor will now calculate your results. A noble score I dare say. You have finished with 2 correct. I look forward to meeting with you again as you strive towards full victory. Would you like to have another go?
Pokemon Maniac,Brilliant work. This is your first query. Who is the god of all pokemons?
Pokemon Maniac,"Arceus, Celebi, or Mew?"
Pokemon Maniac,My sincerest apologies. I wish you had said Arceus. Here's question number 2. Which pokemon always eats and sleeps?
Pokemon Maniac,"Blaziken, Snorlax, or Empolean?"
Pokemon Maniac,Brilliant. Question 3 is on its way. What object is Hypno always holding?
Pokemon Maniac,"Twisted spoon, Pocket watch, or Pendulum?"
Pokemon Maniac,"I dare say, you've triumphed again. Well, I knew this moment would come. It's the concluding question. What type of pokemon is Gyarados?"
Pokemon Maniac,"Dark/Water, Flying/Water, or Grass/Dark?"
Pokemon Maniac,Outstanding.
Pokemon Maniac,"With that last question, it looks like our time together has come to an end. I wish you a safe journey. My advisor will now calculate your results. A respectable score my dear one. With 3 correct during this round, our court looks forward to your next visit. Shall we try again?"
Popeye the Sailor Man facts,Hi! How are you doing?
Popeye the Sailor Man facts,Greetings! How can I assist?
Popeye the Sailor Man facts,I didn't get that. Can you repeat?
quiz doraemon,Hi there!  Let's play doremon quiz again! Deep breath. Here's your first question. who is doremon best friend ?
quiz doraemon,"nobita, jian, or suneo?"
quiz doraemon,You're making this look easy. Right answer. Question 2 is coming up. from which century doraemon came from?
quiz doraemon,"23rd century, 21st century, or 22nd century?"
quiz doraemon,That's right. Look at you go! Question number 3. who likes to sing ?
quiz doraemon,"suneo, jian, or nobita?"
quiz doraemon,"Sorry, that wasn't it. I was looking for jian. Only one more question. Sniff. whom does nobita loves ?"
quiz doraemon,"jackio, sizuka, or suneo?"
quiz doraemon,I spy a right answer.
quiz doraemon,"That's the end of this game. Okay, it's time for your score. Nice work, my friend! You got 3 right this time. Next time, you'll get even more! Can we play again, pretty please?"
quiz doraemon,Fantastic! Here comes your first question. It contains which genre ?
quiz doraemon,"drama, fiction, or science fiction?"
