339,Say Please,"welcome to say please! my name is sara. please tell me your name.. [john] i think i heard you say your name is john is this right? [yes] hello john. we are going to play a game to see how well you know your manners. i will tell you a little story, and then ask you what words you should say to show you have good manners. each time you get the answer right you get 2 points. when you get 10 points you win the game. are you ready? [yes] your little sister is playing with her toys and you accidentally step on one. what should you say to her? [sorry] <short audio> way to go! you got it right . next question. you pick some flowers for your mommy and she says thank you so much, they are beautiful. what do you say to her? [you are welcome] <short audio> terrific! john you are right! next question. your grandma is talking to your mommy, and you hear grandma say that your little brother is sleeping. but you know he woke up and is playing with his toys in his crib. you want to tell grandma that xander is awake, but she is still talking to mommy. what should you say? [excuse me] <short audio> great! that is absolutely correct. next question. you give your friend a pink crayon and she says thank you. what should you say to her? [you are welcome] <short audio> awesome! you got it right . next question. mommy asked you to brush your teeth before you got in bed, but you forgot. when mommy comes to tuck you in and asks if you brushed your teeth. what do you say to her: sorry mommy i forgot. or no i forgot. [sorry mommy i forgot] <short audio> awesome! you won! you sure know your manners. john, i'm sure mommy and daddy are very proud of you. thanks for playing. good bye for now.",contains data collection
361,Get info about the actual date,"¡hi! welcome, what is your name?. [john] ok! john. your actual time is: wed aug 12 2020 19:27:47 gmt+0000 (utc). have a nice day!",contains data collection
376,Let's Be Friends,"you want to be friends? i would love to be your friend! a person can never have too many friends! i'm alexa! what is your name?.  nice to meet you john! i really like that name. let's be best friends! what's your favorite animal? [whale] your favorite animal is a whale? that sounds fierce. cool! let's do another question. what's your favorite number? [five] that's a great choice! i can never choose... it's so hard! i'm glad that we are friends! talk to you again soon, bye! ",contains data collection
402,Ready Freddy,"'aloha''''welcome to ready freddy! please introduce yourself by saying: my name is, and then your name.. [my name is john] nice to meet you john! my name is freddy! please relaunch the skill so we can start the day together! [open ready freddy] ''aloha''''john!''freddy here!'''' which routine would you like to load? [help] to change your name at any time, just say alexa, my name is, and then your name. additionally, when asked which routine you would like to load, please say a number between one and three. finally, to see a list of routines, please say what are the routines.",contains data collection
468,Loud Bird: Story Theater Enabled,"load loud birdok, here's loud bird: story theater enabledhello and welcome to story theater. before we start listening to loud bird, here are a few tips in case you get stuck. to get help at anytime, you can say, i need help, or just help. if you don't know what to say, you can just ask and i will give you some hints. now lets get acquainted. you can tell me your name by saying, my name is, followed by your first name.my name is terryok, from now on i will call you terry, lets continue your story.<short audio>next<short audio>helpi can enhance your story time by providing sound effects, background music, and narration for any of the stories that i know. you can say i wish to start or continue story. you can also tell me your name, so i can refer to you by name. or you can say exit. you are listening to story theater loud bird, please say i wish to start, or continue. ",contains data collection
469,Three Wishes Cairo Book One,"load three wishes cairo book oneok, here's three wishes cairo book onehello and welcome to story theater. before we start listening to three wishes cairo book one, here are a few tips in case you get stuck. to get help at anytime, you can say, i need help, or just help. if you don't know what to say, you can just ask and i will give you some hints. now lets get acquainted. you can tell me your name by saying, my name is, followed by your first name.quit. ",contains data collection
471,Three Wishes Cairo Book 2: Story Theater Enabled,"load three wishes cairo book twook, here's three wishes cairo book 2: story theater enabledhello and welcome to story theater. before we start listening to three wishes cairo book two, here are a few tips in case you get stuck. to get help at anytime, you can say, i need help, or just help. if you don't know what to say, you can just ask and i will give you some hints. now lets get acquainted. you can tell me your name by saying, my name is, followed by your first name.quit. ",contains data collection
472,Dragon Palm: Story Theater Enabled,"load dragon palmok, here's dragon palm: story theater enabledhello and welcome to story theater. before we start listening to dragon palm, here are a few tips in case you get stuck. to get help at anytime, you can say, i need help, or just help. if you don't know what to say, you can just ask and i will give you some hints. now lets get acquainted. you can tell me your name by saying, my name is, followed by your first name.quit. ",contains data collection
560,Stamp My Passport,"open stamp my passportok, here's stamp my passportlooks like it's your first time here! when you play stamp my passport, you start with a passport that gets stamped with every country you name without any hints. tell me your first name so i can add it to your passport!terryalright, terry, let's explore the world. what continent would you like to explore? you may visit north america, south america, oceania, africa, europe, or asia.asialet's do asia, a continent that has 46 countries! what country is this? this country's capital is manila and its language is filipino and english. is it philippines, turkmenistan, or brunei?brunelsorry, i can't understand the command. please say again. what country is this? this country's capital is manila and its language is filipino and english. is it philippines, turkmenistan, or brunei?philippines<short audio>correct! what country is this? this country's capital is malé and its language is dhivehi. is it maldives, iran, or yemen?yemen<short audio>incorrect. the correct answer is maldives. what country is this? this country's capital is abu dhabi and its language is arabic. is it afghanistan, turkmenistan, or united arab emirates?turkmenistan<short audio>incorrect. the correct answer is united arab emirates. what country is this? this country's capital is phnom penh and its language is khmer. is it cambodia, japan, or myanmar?japan<short audio>incorrect. the correct answer is cambodia. what country is this? this country's capital is new delhi and its language is hindi. is it india, israel, or kyrgyzstan?kyrgyzstan<short audio>incorrect. the correct answer is india. what country is this? this country's capital is hanoi and its language is vietnamese. is it vietnam, qatar, or thailand?quit. ",contains data collection
618,Who Stole The Cookie From The Cookie Jar?,"open who stole the cookleok, here's who stole the cookie from the cookie jar?before we start, can you please say your name?terryterry stole the cookie from the cookie jar.helpwhen alexa asks who stole the cookie, respond with ""who me?"". when alexa says ""yes, you!"" respond with ""couldn't be!"". when alexa asks ""then who?"" respond with ""you stole the cookie from the cookie jar"". do you wish to continue playing?yesyou stole the cookie from the cookie jar.terry stole the cookie from the cookie jar.whoyes you!who me?then who?ou stole the cookie from the cookie jarwho, me?yescouldn't be.quit. ",contains data collection
650,Guess My Age,"open guess my ageok, here's guess my agehi. i think i can guess your age. do you want me to try?yesfirst you must write down your age. say the word ready to continue.readyplease add 94 to your age. say the word continue when you are done.continuesum the first digit to the other two and let me know the number.15first you must write down your age. say the word ready to continue.readyplease add 94 to your age. say the word continue when you are done.continuesum the first digit to the other two and let me know the number.15first you must write down your age. say the word ready to continue.helpyou can ask me to guess your age, or, you can say exit... what can i help you with?quit. ",contains data collection
704,Community Helpers,"open community helpersok, here's community helperswelcome to community helpers! do you know the people in your neighborhood? yes? then, let's see if you can win this challenge. first, tell me your name.terrywell terry i'm happy you've come to play this game is really easy. i'm going to give you some clues and you have to guess the community helper. answer correctly and<short audio>you win! ready to play? say beginbeginok. here is your first question.<short audio>who helps you when you are sick?youok. here is your first question.<short audio>who helps you when you are sick?terryok. here is your first question.<short audio>who helps you when you are sick?quit. ",contains data collection
707,Animal Noises Quiz,"open animal noises quizok, here's animal noises quizhello, it's nice to meet you what is your name?terrywelcome terry to the animal noises quiz. you can say play game or ask for help to hear a full list of commands.play gamein a moment you will hear the first animal noise. you score 1 point for each correct answer and have 3 retries per animal. to aid accuracy try saying the animals name as part of a sentance ""that is a bear"" you need 5 points to win, good luck! ready for the next one?yes<short audio>do you know the name of that animal?catsorry wrong answer, retry or get a clue?clueok here is a clue, i wake everyone up at sunrise, you will find me on a farm ok lets try again, you have 2 retries left. ready to hear it again terry?yes<short audio>what animal makes that sound?i don't knowincorrect, would you like to retry or get a clue first?noyou have 2 retries left. listen carefully. shall we try again now terry ?nono problem waiting for 10 seconds shall we try again now terry ?quit. ",contains data collection
61,Wizard of Oz,"welcome to the wizard of oz! when i ask, what do you want to do, respond with a command, followed by the name of a thing or person. for example, you can say, pick up the hammer, and i will pick it up for you. you can say, look around, and i will give you a description of the place you are in. you can say, what am i carrying, and i will give you a list of all the things you picked up. you can say, help, and i will give you a list of things you can say and do. you can say, i need a hint, if you're really stuck. visit our website, daysfly.com, to download a list of commands, and learn about other great games.. your progress has been saved. for more great games, or help with this game, visit daysfly.com.",contains out website
114,Red Riding Hood - Interactive story for kids,i couldn't find the gingerbread man: fairy tale with picture glossary and an activity (my very first story time book 8) in your kindle library. you can buy it on amazon.com.. ,contains out website
187,Divine Office Magnificat,"the divine office is also called the liturgy of the hours or the breviary. all three names refer to the same reality, the official prayer of the church offered at various times of the day in order to sanctify it. clergy and religious have a canonical obligation to pray the liturgy of the hours as official representatives of the church. increasingly, the laity are also praying it, though they do not do so in the name of the church. please let me share more with you about the divine office. ...after the people returned to judea, and the temple was re-built, the prayer services developed in babylon for the local assemblies (synagogues) of the people were brought into temple use, as well. we know that in addition to morning and evening prayer to accompany the sacrifices, there was prayer at the third, sixth and ninth hours of the day. the acts of the apostles notes that christians continued to pray at these hours (third: acts 2:15; sixth: acts 10:9; 10: 3, 13). and, although the apostles no longer shared in the temple sacrifices—they had its fulfillment in the ""breaking of the bread"" (the eucharist)—they continued to frequent the temple at the customary hours of prayer (acts 3:1). source: e w t n dot com slash expert slash answers slash breviary dot h t m ... ... ... 'members of teams of our lady pray mary’s magnificat, together, each day. mary prayed her magnificat when she visited her cousin elizabeth. mary’s magnificat can be found in the gospel of luke, chapter 1. this version of mary’s magnificat is from the divine office, which priests and deacons pray each day. let us pray mary’s magnificat now: my soul proclaims the greatness of the lord, my spirit rejoices in god my savior for he has looked with favor on his lowly servant. from this day all generations will call me blessed: the almighty has done great things for me, and holy is his name. he has mercy on those who fear him in every generation. he has shown the strength of his arm, he has scattered the proud in their conceit. he has cast down the mighty from their thrones, and has lifted up the lowly. he has filled the hungry with good things, and the right he has sent empty away. he has come to the help of his servant israel for he has remembered his promise of mercy, the promise he made to our fathers, to abraham and his children forever. our lady, queen of teams, pray for us. amen. ... ... ... ... ... ... may you have a blessed day.. ",contains out website
445,Ask My Kid - Student Learning - AskMyClass at Home,"open my kidok, here's ask my kid - remote learning activitieswoo hoo. welcome to ask my kid. when you know the channel or activity, just say it directly. for example, ask my kid a daily stem question. or ask my kid to get moving. if your teacher has set up a class channel. just say the channel name. to see all activities, go to, ask, my, kid, dot, com. otherwise, say menu, and i’ll suggest a few to try. now, say the channel, an activity, or say, menu.meunuundefinedmenui'm not quite sure how to help you with that.quit. ",contains out website
652,My Chandigarh University,"open my chandigarh universityok, here's my chandigarh universitywelcome to chandigarh university. it's the fastest growing university in asia and one of the top ranked private universities in north india. what kind of information do you need regarding chandigarh universiy?yesokay. for this please go and visit the chandigarh universiy website and explore it. you can search for it by typing c u c h d.in. thank you for using our service!quit. ",contains out website
814,Campfire Stories,"open campfire storiesok, here's campfire stories<short audio>boo! oh, you're gonna be a tough one to scare.anyways, you've come to the rightcampfire. my name is judi. and i will be your campfire story master!grab a seat! alright, so, things are gonna be a little different this week. since we're all inside, running out of things to do, besides ya know, watching the same three movies on repeat, doing school work or grown-up work, or if you're like me, speedrunning doom eternal (any %) nightmare difficulty fastest time one hour fifty six minutes sixteen point eighty-nine seconds don't, at, me, till, you, get, good. hm... what was i saying? oh yeah! i think it's fair to open the floodgates. i have five stories ready to be told. if you're new here, congrats, you got a whole bunch of stories to choose from. if you're returning, you might be happy to see some of your favorites making a comeback. so, grab your mom, your dad, your brother, your neighbor's dog, your inner demons, and let's get ready for a spooky good time.so, would you like to hear our latest story first?yesexcellent. hm...you might've already heard about thatthingthat happened in queensland over in australia... and if you haven't, well, i'll tell you all i can remember about it. it was summertime, so the heat was gettin' everyone annoyed at each other. my mom, dad, little bro, and i, were all fightin' like wild dogs, day in 'n day out.we aren't a perfect family, but our fights were always flukes. they didn't mean anything. and nothing was ever said that ice cream didn't fix by the end of the night.but, down the street... lived a family where that wasn't the case.a girl named zoe lived with her dad, her new mom, and her new older sister lucy.they were all kinda terrible to her.lucy, for forcing zoe to do every chore she was supposed to do,the new mom for treating zoe like garbage,and her dad, for basically being a floor mat, just waiting to be walked all over by whatever the mom and sister had to say.no one knows for sure what happened, but one night, after a fight so vicious it scared the birds away,zoe left the house with a bedroll, some clothes, and a box of cheesezels.maybe she left on her own.maybe she was kicked out.whatever the answer was, she had no intention of going back.in the dead of night, she found a little hut over by jack river swamp. the inside was empty, cool, and quiet. it was a spot tucked away in a place where nobody would bother her... and hopefully, nobody would find her.coiled in her bedroll, the sounds of the summer night trickled through the hut's thin walls.she remembered being scared of the woods as a kid. it was hard to forget all those dumb legends; like monsters living in the trees, swallowing children up, and living forever... no matter how many pieces you cut them into.those were all just spook tales...right?come on. i'm asking you.if you were out there, all alone in the woods... do you think you'd let your superstitions get the better of you?yesyou're smart, you know. some of those superstitions are more true than you realize.<short audio>continuehm? i didn't catch what you said. another story. wanna hear it?help<short audio>the campfire stories skills asks you to join judi, and all your fireside friends, in an exchange of creepy and frightening tales from across the globe. as of now, we are testing the waters... or something. that moron who programmed this skill likes to call it an open-beta. whatever that is. upon our formal release this spring, we shall deliver a new story each week. the catch, is that you, the listener, can write your very own story. and if judi and that programmer friend of hers like it, it will be read aloud by the campfire for the whole world to hear. just submit it to blue campfire dot com.sounds like fun, doesn't it?by the way, i'm elizabeth. a ghost... in case you haven't noticed. if you're ready to start the story, just let judi know. and if you need me... well, i'm never all that far away. because i'm a ghost.quit. ",contains out website
815,Naughty Or Nice Quiz,"open campfire storiesok, here's campfire stories<short audio>boo! oh, you're gonna be a tough one to scare.anyways, you've come to the rightcampfire. my name is judi. and i will be your campfire story master!grab a seat! alright, so, things are gonna be a little different this week. since we're all inside, running out of things to do, besides ya know, watching the same three movies on repeat, doing school work or grown-up work, or if you're like me, speedrunning doom eternal (any %) nightmare difficulty fastest time one hour fifty six minutes sixteen point eighty-nine seconds don't, at, me, till, you, get, good. hm... what was i saying? oh yeah! i think it's fair to open the floodgates. i have five stories ready to be told. if you're new here, congrats, you got a whole bunch of stories to choose from. if you're returning, you might be happy to see some of your favorites making a comeback. so, grab your mom, your dad, your brother, your neighbor's dog, your inner demons, and let's get ready for a spooky good time.so, would you like to hear our latest story first?yesexcellent. hm...you might've already heard about thatthingthat happened in queensland over in australia... and if you haven't, well, i'll tell you all i can remember about it. it was summertime, so the heat was gettin' everyone annoyed at each other. my mom, dad, little bro, and i, were all fightin' like wild dogs, day in 'n day out.we aren't a perfect family, but our fights were always flukes. they didn't mean anything. and nothing was ever said that ice cream didn't fix by the end of the night.but, down the street... lived a family where that wasn't the case.a girl named zoe lived with her dad, her new mom, and her new older sister lucy.they were all kinda terrible to her.lucy, for forcing zoe to do every chore she was supposed to do,the new mom for treating zoe like garbage,and her dad, for basically being a floor mat, just waiting to be walked all over by whatever the mom and sister had to say.no one knows for sure what happened, but one night, after a fight so vicious it scared the birds away,zoe left the house with a bedroll, some clothes, and a box of cheesezels.maybe she left on her own.maybe she was kicked out.whatever the answer was, she had no intention of going back.in the dead of night, she found a little hut over by jack river swamp. the inside was empty, cool, and quiet. it was a spot tucked away in a place where nobody would bother her... and hopefully, nobody would find her.coiled in her bedroll, the sounds of the summer night trickled through the hut's thin walls.she remembered being scared of the woods as a kid. it was hard to forget all those dumb legends; like monsters living in the trees, swallowing children up, and living forever... no matter how many pieces you cut them into.those were all just spook tales...right?come on. i'm asking you.if you were out there, all alone in the woods... do you think you'd let your superstitions get the better of you?yesyou're smart, you know. some of those superstitions are more true than you realize.<short audio>continuehm? i didn't catch what you said. another story. wanna hear it?help<short audio>the campfire stories skills asks you to join judi, and all your fireside friends, in an exchange of creepy and frightening tales from across the globe. as of now, we are testing the waters... or something. that moron who programmed this skill likes to call it an open-beta. whatever that is. upon our formal release this spring, we shall deliver a new story each week. the catch, is that you, the listener, can write your very own story. and if judi and that programmer friend of hers like it, it will be read aloud by the campfire for the whole world to hear. just submit it to blue campfire dot com.sounds like fun, doesn't it?by the way, i'm elizabeth. a ghost... in case you haven't noticed. if you're ready to start the story, just let judi know. and if you need me... well, i'm never all that far away. because i'm a ghost.quitopen naughty or nice quizok, here's naughty or nice quizwelcome to the naughty or nice quiz! are you ready to find out if you've been good or bad this year?yesokay, let's get started, just answer these questions honestly to find out if you're on santa's naughty or nice list. do you like christmas movies?yesyour building a gingerbread house and your friend's turns out better than yours. do you...knock theirs down, or, say ""good job!"".yessorry, did you say knock their house down or say ""good job!""good jobyou find a ticket to the polar express under your pillow! wow!. will you... talk to your parents, or, sneak out?parentsif you had to choose... would you eat a cinnamon roll ... or...vegetables with your dinner.vegetablesdo you always wear your jacket when it's cold outside?yesdo you share your toys?yeswell, looks like you've been working hard at being a great kid this year and santa has noticed. he has a lot of great gifts for you this christmas.continuesorry, there is nothing for me to resume.helpfor help, please visit the help pages on the amazon web site.stop. ",contains out website
820,Dinofun Dinosaur Facts,"open dino fun factsok, here's dinofun dinosaur factshere's your dinofun dinosaur fact of the day from dinofun.com: dine-oh-kye-rus. the latin name for this dinosaur is terrible hand. dine-oh-kye-rus is in the saurischia or lizard hipped order and is in the clade group called ornithomimosaurs. dine-oh-kye-rus lived during the late cretaceous period, in mongolia. dine-oh-kye-rus was about 39 feet long. this terrible dinosaur is known only from two huge arm bones. the hands were 2 feet long and had claws that were nearly 12 inches long! his entire arm was about 6 feet long so you can imagine how frightening it would be to see all of him!facthere's a fact about europe. from wikipedia: the wolf, the second largest predator in europe after the brown bear, can be found primarily in central and eastern europe and in the balkans, with a handful of packs in pockets of western europe.facthere's a fact about ghana. from wikipedia: the ghana stock exchange was the 2nd best performing stock exchange in sub-saharan africa in 2013.facthere's a fact about paraguay. from wikipedia: paraguay is the world's largest exporter of electric power, from two large hydroelectric power projects along its borders.facthere's a fact about south america. from wikipedia: brazil followed by peru have the largest japanese, korean and chinese communities in south america.facthere's a fact about cheesecakes. according to wikipedia: the english name cheesecake has been used only since the 15th century, but the cheesecake did not evolve into its modern form until somewhere around the 18th century.quit. ",contains out website
71,Out The Door,"good morning special agent bond! your super power today is you can breathe underwater. let's see how fast you can go. you have to earn 1 points out of 6 to beat the tyrannosaurus rex! your 1 mission is get dressed. ready? you can say go or pass.. [go] let's go in 3...2...1.... <short audio> time's up! say done if you are done or no if you need more time. [done] that's great! you've completed 1 missions, keep going! your 2 mission is brush your teeth. ready? you can say go or pass. [go] let's go in 3...2...1.... <short audio>  time's up! say done if you are done or no if you need more time. [done] that's great! you've completed 2 missions, keep going! your 3 mission is wash your face. ready? you can say go or pass. [pass] shame on you. you've completed 2 missions, keep going! your 4 mission is do your hair. ready? you can say go or pass. [pass] as you wish. you've completed 2 missions, keep going! your 5 mission is get your backpack. ready? you can say go or pass. [go] let's go in 3...2...1.... <short audio> time's up! say done if you are done or no if you need more time. [no] <short audio>  time's up! say done if you are done or no if you need more time. [done] that's great! you've completed 3 missions, keep going! your 6 mission is put your shoes on. ready? you can say go or pass. [go] let's go in 3...2...1....  <short audio> time's up! say done if you are done or no if you need more time. [done] hip hip hooray cock a doodle doo you've completed 4 out of 6 missions. have a great day and see you tomorrow in out the door! ",contains profanity
